9;64;576;7.111;0.299;0.970;1.81;172;559;95;1
11;102;1122;9.273;0.223;0.768;1.53;250;862;163;1
12;12;144;1.000;0.306;0.979;1.69;44;141;26;1
12;56;672;4.667;0.256;0.827;2.02;172;556;85;1
2;48;96;24.000;0.625;0.677;30.00;60;65;2;2
11;65;715;5.909;0.390;0.877;2.61;279;627;107;1
9;37;333;4.111;0.526;0.898;3.18;175;299;55;1
9;21;189;2.333;0.291;0.762;1.57;55;144;35;1
8;8;64;1.000;0.234;0.328;5.00;15;21;3;1
10;100;1000;10.000;0.436;0.910;2.53;436;910;172;1
9;85;765;9.444;0.302;0.812;1.82;231;621;127;1
1;10;10;10.000;0.900;1.00;9.00;9;10;1;2
14;185;2590;13.214;0.254;0.651;2.27;657;1687;289;1
7;107;749;15.286;0.270;0.654;1.60;202;490;126;1
5;9;45;1.800;0.267;0.778;1.71;12;35;7;1
11;9;99;0.818;0.485;0.727;6.00;48;72;8;1
11;8;88;0.727;0.705;1.00;7.75;62;88;8;1
11;8;88;0.727;0.443;0.466;39.00;39;41;1;1
11;7;77;0.636;0.597;1.00;5.75;46;77;8;1
11;7;77;0.636;0.468;1.00;3.60;36;77;10;1
11;9;99;0.818;0.475;0.636;15.67;47;63;3;1
11;8;88;0.727;0.511;0.852;9.00;45;75;5;1
1;43;43;43.000;0.907;1.00;9.75;39;43;4;2
10;38;380;3.800;0.387;0.887;2.49;147;337;59;1
8;20;160;2.500;0.500;1.00;2.76;80;160;29;1
9;36;324;4.000;0.540;0.929;2.87;175;301;61;1
10;98;980;9.800;0.391;0.835;2.41;383;818;159;1
10;49;490;4.900;0.520;0.961;2.97;255;471;86;1
10;21;210;2.100;0.329;0.843;2.56;69;177;27;1
9;19;171;2.111;0.292;0.760;2.63;50;130;19;1
9;55;495;6.111;0.299;1.00;1.92;148;495;77;1
9;14;126;1.556;0.127;0.937;1.78;16;118;9;1
8;23;184;2.875;0.288;1.00;1.47;53;184;36;1
8;35;280;4.375;0.379;0.886;1.66;106;248;64;1
9;96;864;10.667;0.281;0.815;1.96;243;704;124;1
9;66;594;7.333;0.323;0.805;2.00;192;478;96;1
9;34;306;3.778;0.337;0.817;1.81;103;250;57;1
8;83;664;10.375;0.325;0.908;1.76;216;603;123;1
8;80;640;10.000;0.303;0.922;1.72;194;590;113;1
9;95;855;10.556;0.285;0.723;2.10;244;618;116;1
8;80;640;10.000;0.298;0.883;1.72;191;565;111;1
10;13;130;1.300;0.108;0.685;2.33;14;89;6;1
8;70;560;8.750;0.341;0.918;1.66;191;514;115;1
11;84;924;7.636;0.262;0.820;1.69;242;758;143;1
9;99;891;11.000;0.270;0.818;1.93;241;729;125;1
9;80;720;8.889;0.293;0.868;1.85;211;625;114;1
11;101;1111;9.182;0.239;0.818;1.61;265;909;165;1
12;26;312;2.167;0.221;1.00;1.60;69;312;43;1
12;40;480;3.333;0.271;0.733;1.97;130;352;66;1
8;84;672;10.500;0.269;0.966;1.79;181;649;101;1
8;53;424;6.625;0.358;0.981;1.54;152;416;99;1
8;41;328;5.125;0.363;0.942;1.63;119;309;73;1
9;82;738;9.111;0.252;0.740;2.00;186;546;93;1
7;14;98;2.000;0.184;0.612;18.00;18;60;1;1
8;26;208;3.250;0.375;0.947;1.77;78;197;44;1
8;46;368;5.750;0.391;0.951;1.85;144;350;78;1
9;34;306;3.778;0.379;0.961;1.71;116;294;68;1
11;26;286;2.364;0.297;0.941;2.02;85;269;42;1
11;42;462;3.818;0.335;0.829;2.25;155;383;69;1
12;62;744;5.167;0.234;0.660;1.58;174;491;110;1
8;75;600;9.375;0.328;0.888;1.86;197;533;106;1
8;18;144;2.250;0.479;0.986;2.16;69;142;32;1
7;33;231;4.714;0.143;0.844;2.36;33;195;14;1
9;64;576;7.111;0.465;0.899;2.58;268;518;104;1
9;36;324;4.000;0.568;0.932;3.02;184;302;61;1
8;8;64;1.000;0.203;0.344;4.33;13;22;3;1
8;21;168;2.625;0.339;0.673;1.97;57;113;29;1
9;99;891;11.000;0.464;0.942;2.52;413;839;164;1
9;84;756;9.333;0.288;0.791;1.83;218;598;119;1
8;31;248;3.875;0.327;0.790;1.84;81;196;44;1
19;2;38;0.105;0.816;0.816;31.00;31;31;1;4
9;101;909;11.222;0.442;0.861;2.68;402;783;150;1
11;118;1298;10.727;0.260;0.817;2.01;338;1061;168;1
5;2;10;0.400;0.800;0.800;8.00;8;8;1;4
10;126;1260;12.600;0.410;0.833;2.63;516;1049;196;1
12;117;1404;9.750;0.220;0.673;1.68;309;945;184;1
9;35;315;3.889;0.263;0.667;2.86;83;210;29;1
9;46;414;5.111;0.292;0.676;1.92;121;280;63;1
10;2;20;0.200;0.550;0.600;11.00;11;12;1;2
8;44;352;5.500;0.426;0.938;3.26;150;330;46;1
8;48;384;6.000;0.310;0.807;1.92;119;310;62;1
5;3;15;0.600;0.467;1.00;7.00;7;15;1;1
5;35;175;7.000;0.200;0.829;4.38;35;145;8;1
4;47;188;11.750;0.298;0.739;2.33;56;139;24;1
3;31;93;10.333;0.226;0.774;2.10;21;72;10;1
3;16;48;5.333;0.375;0.938;2.25;18;45;8;1
7;122;854;17.429;0.281;0.626;1.73;240;535;139;1
11;21;231;1.909;0.411;0.680;3.96;95;157;24;1
11;8;88;0.727;0.375;0.602;4.13;33;53;8;1
11;9;99;0.818;0.465;0.818;9.20;46;81;5;1
10;8;80;0.800;0.500;1.00;5.00;40;80;8;1
10;21;210;2.100;0.324;0.600;3.40;68;126;20;1
2;157;314;78.500;0.506;0.551;26.50;159;173;6;2
10;38;380;3.800;0.439;0.897;2.83;167;341;59;1
9;36;324;4.000;0.549;0.914;3.30;178;296;54;1
8;20;160;2.500;0.525;0.938;3.50;84;150;24;1
10;96;960;9.600;0.418;0.886;2.49;401;851;161;1
9;49;441;5.444;0.594;0.998;3.05;262;440;86;1
1;32;32;32.000;0.719;1.00;5.75;23;32;4;2
1;52;52;52.000;0.788;1.00;10.25;41;52;4;2
1;13;13;13.000;0.692;1.00;4.50;9;13;2;2
9;23;207;2.556;0.304;1.00;1.62;63;207;39;1
9;37;333;4.111;0.381;0.808;2.05;127;269;62;1
9;20;180;2.222;0.339;0.872;2.35;61;157;26;1
8;79;632;9.875;0.375;0.956;2.12;237;604;112;1
9;81;729;9.000;0.388;0.897;2.38;283;654;119;1
8;67;536;8.375;0.381;0.746;2.49;204;400;82;1
9;32;288;3.556;0.292;0.826;1.53;84;238;55;1
94;2;188;0.021;0.516;0.516;97.00;97;97;1;4
10;11;110;1.100;0.382;1.00;1.50;42;110;28;1
10;64;640;6.400;0.295;0.808;2.25;189;517;84;1
10;83;830;8.300;0.295;0.725;2.02;245;602;121;1
12;73;876;6.083;0.257;0.591;2.14;225;518;105;1
8;17;136;2.125;0.353;0.801;2.00;48;109;24;1
9;12;108;1.333;0.407;0.880;1.69;44;95;26;1
9;82;738;9.111;0.343;0.913;2.02;253;674;125;1
8;53;424;6.625;0.370;0.901;1.76;157;382;89;1
11;83;913;7.545;0.274;0.900;1.71;250;822;146;1
10;81;810;8.100;0.279;0.810;2.11;226;656;107;1
9;82;738;9.111;0.329;0.871;2.11;243;643;115;1
11;100;1100;9.091;0.269;0.765;1.90;296;842;156;1
25;71;1775;2.840;0.234;0.748;2.22;416;1328;187;1
9;82;738;9.111;0.247;0.935;2.09;182;690;87;1
9;97;873;10.778;0.328;0.921;1.77;286;804;162;1
9;32;288;3.556;0.333;0.861;1.68;96;248;57;1
8;82;656;10.250;0.398;0.951;2.51;261;624;104;1
12;13;156;1.083;0.372;0.981;2.32;58;153;25;1
12;8;96;0.667;0.198;1.00;2.11;19;96;9;1
12;43;516;3.583;0.293;0.791;2.29;151;408;66;1
8;75;600;9.375;0.415;0.910;2.37;249;546;105;1
11;84;924;7.636;0.251;0.681;1.77;232;629;131;1
2;123;246;61.500;0.500;0.504;123.00;123;124;1;2
1;36;36;36.000;0.722;1.00;8.67;26;36;3;2
19;123;2337;6.474;0.089;0.089;207.00;207;208;1;1
8;6;48;0.750;0.500;0.646;8.00;24;31;3;1
10;65;650;6.500;0.445;0.911;2.58;289;592;112;1
9;37;333;4.111;0.598;0.946;3.49;199;315;57;1
9;20;180;2.222;0.339;0.772;1.74;61;139;35;1
4;8;32;2.000;0.344;0.781;1.83;11;25;6;1
10;100;1000;10.000;0.449;0.874;2.82;449;874;159;1
9;97;873;10.778;0.466;0.973;2.42;407;849;168;1
9;21;189;2.333;0.354;0.878;2.68;67;166;25;1
9;80;720;8.889;0.338;0.954;2.04;243;687;119;1
11;85;935;7.727;0.250;0.664;1.73;234;621;135;1
9;76;684;8.444;0.363;0.874;2.18;248;598;114;1
8;2;16;0.250;0.563;0.563;9.00;9;9;1;1
9;33;297;3.667;0.259;0.774;1.67;77;230;46;1
9;120;1080;13.333;0.331;0.859;1.98;358;928;181;1
12;118;1416;9.833;0.253;0.767;1.95;358;1086;184;1
11;207;2277;18.818;0.268;0.723;1.84;610;1647;332;1
9;92;828;10.222;0.365;0.954;2.20;302;790;137;1
9;93;837;10.333;0.323;0.888;2.06;270;743;131;1
9;43;387;4.778;0.377;0.922;2.25;146;357;65;1
3;213;639;71.000;0.318;0.379;11.94;203;242;17;2
306;465;142290;1.520;0.055;0.123;2.69;7861;17452;2925;5
45;79;3555;1.756;0.087;0.195;4.81;308;693;64;5
7;9;63;1.286;0.333;0.492;21.00;21;31;1;1
3;7;21;2.333;0.619;0.619;13.00;13;13;1;1
1;152;152;152.00;0.822;1.00;11.36;125;152;11;2
1;51;51;51.000;0.471;1.00;2.40;24;51;10;2
6;17;102;2.833;0.275;0.824;2.00;28;84;14;1
6;22;132;3.667;0.197;1.00;2.89;26;132;9;1
6;29;174;4.833;0.293;0.920;1.50;51;160;34;1
5;46;230;9.200;0.278;0.835;2.21;64;192;29;1
5;30;150;6.000;0.160;0.660;1.71;24;99;14;1
4;16;64;4.000;0.391;0.938;1.67;25;60;15;1
7;45;315;6.429;0.200;0.775;1.91;63;244;33;1
7;27;189;3.857;0.238;0.741;2.81;45;140;16;1
10;122;1220;12.200;0.273;0.540;2.03;333;659;164;1
11;49;539;4.455;0.343;0.666;4.30;185;359;43;1
11;35;385;3.182;0.335;0.584;4.78;129;225;27;1
19;462;8778;24.316;0.523;0.688;16.88;4591;6035;272;2
10;38;380;3.800;0.434;0.892;2.89;165;339;57;1
9;36;324;4.000;0.552;0.926;3.51;179;300;51;1
10;98;980;9.800;0.448;0.881;2.74;439;863;160;1
9;21;189;2.333;0.529;0.958;3.33;100;181;30;1
10;49;490;4.900;0.551;0.943;3.07;270;462;88;1
1;49;49;49.000;0.286;1.00;7.00;14;49;2;1
9;82;738;9.111;0.379;0.879;2.35;280;649;119;1
10;11;110;1.100;0.373;1.00;1.58;41;110;26;1
10;63;630;6.300;0.294;0.895;2.20;185;564;84;1
11;102;1122;9.273;0.289;0.829;1.87;324;930;173;1
9;82;738;9.111;0.385;0.935;2.29;284;690;124;1
22;26;572;1.182;0.283;0.918;1.93;162;525;84;1
22;47;1034;2.136;0.319;0.753;2.13;330;779;155;1
10;53;530;5.300;0.340;0.900;1.82;180;477;99;1
10;40;400;4.000;0.338;0.878;1.90;135;351;71;1
8;82;656;10.250;0.288;0.997;1.99;189;654;95;1
10;34;340;3.400;0.356;0.803;1.83;121;273;66;1
9;81;729;9.000;0.348;0.927;2.21;254;676;115;1
11;13;143;1.182;0.420;0.979;2.22;60;140;27;1
11;8;88;0.727;0.250;1.00;2.44;22;88;9;1
11;43;473;3.909;0.334;0.875;2.47;158;414;64;1
9;75;675;8.333;0.396;0.914;2.21;267;617;121;1
11;86;946;7.818;0.283;0.764;1.91;268;723;140;1
1;33;33;33.000;1.00;1.00;33.00;33;33;1;2
1;124;124;124.00;0.444;1.00;7.86;55;124;7;2
1;75;75;75.000;0.920;1.00;11.50;69;75;6;2
9;6;54;0.667;0.500;0.593;13.50;27;32;2;1
10;64;640;6.400;0.514;0.966;2.84;329;618;116;1
9;36;324;4.000;0.611;0.926;3.36;198;300;59;1
9;34;306;3.778;0.288;0.641;2.10;88;196;42;1
10;98;980;9.800;0.463;0.945;2.72;454;926;167;1
9;121;1089;13.444;0.356;0.817;2.20;388;890;176;1
1;11;11;11.000;0.727;1.00;4.00;8;11;2;2
1;98;98;98.000;0.939;1.00;30.67;92;98;3;2
1;13;13;13.000;0.692;1.00;3.00;9;13;3;2
9;64;576;7.111;0.491;0.984;2.57;283;567;110;1
8;36;288;4.500;0.559;0.944;3.04;161;272;53;1
8;8;64;1.000;0.250;0.672;1.60;16;43;10;1
8;21;168;2.625;0.381;0.845;1.88;64;142;34;1
9;99;891;11.000;0.461;0.906;2.65;411;807;155;1
9;121;1089;13.444;0.322;0.776;2.08;351;845;169;1
9;100;900;11.111;0.463;0.908;2.92;417;817;143;1
11;118;1298;10.727;0.290;0.798;1.99;376;1036;189;1
9;126;1134;14.000;0.466;0.907;2.84;528;1029;186;1
12;117;1404;9.750;0.251;0.635;1.86;353;891;190;1
8;14;112;1.750;0.268;0.554;3.00;30;62;10;1
8;71;568;8.875;0.329;0.776;1.83;187;441;102;1
8;44;352;5.500;0.455;0.949;3.20;160;334;50;1
8;48;384;6.000;0.328;0.885;2.00;126;340;63;1
8;40;320;5.000;0.409;0.997;2.22;131;319;59;1
9;45;405;5.000;0.447;0.896;3.23;181;363;56;1
8;47;376;5.875;0.324;0.896;2.18;122;337;56;1
8;42;336;5.250;0.390;0.940;2.43;131;316;54;1
1;17;17;17.000;0.824;1.00;4.67;14;17;3;2
8;43;344;5.375;0.372;0.956;2.10;128;329;61;1
14;300;4200;21.429;0.263;0.607;2.39;1106;2550;462;1
7;35;245;5.000;0.482;0.841;2.81;118;206;42;1
9;122;1098;13.556;0.333;0.829;2.54;366;910;144;1
9;130;1170;14.444;0.448;0.877;2.63;524;1026;199;1
8;45;360;5.625;0.222;0.806;1.90;80;290;42;1
7;31;217;4.429;0.221;0.853;1.78;48;185;27;1
3;14;42;4.667;0.381;0.881;3.20;16;37;5;1
8;18;144;2.250;0.215;0.813;2.38;31;117;13;1
7;58;406;8.286;0.212;0.842;2.26;86;342;38;1
7;40;280;5.714;0.186;0.754;2.26;52;211;23;1
6;28;168;4.667;0.143;0.530;1.71;24;89;14;1
4;15;60;3.750;0.267;0.800;4.00;16;48;4;1
14;38;532;2.714;0.244;0.489;2.95;130;260;44;1
15;31;465;2.067;0.204;0.465;3.96;95;216;24;1
13;77;1001;5.923;0.258;0.564;3.04;258;565;85;1
13;33;429;2.538;0.245;0.534;3.89;105;229;27;1
10;19;190;1.900;0.332;0.695;3.71;63;132;17;1
7;121;847;17.286;0.305;0.675;1.79;258;572;144;1
11;22;242;2.000;0.417;0.694;4.04;101;168;25;1
11;9;99;0.818;0.404;0.717;4.44;40;71;9;1
11;8;88;0.727;0.545;1.00;3.20;48;88;15;1
11;21;231;1.909;0.316;0.580;4.29;73;134;17;1
10;8;80;0.800;0.525;0.875;7.00;42;70;6;1
52;461;23972;8.865;0.192;0.248;11.52;4607;5938;400;5
10;38;380;3.800;0.424;0.939;2.78;161;357;58;1
9;36;324;4.000;0.506;0.910;2.93;164;295;56;1
9;21;189;2.333;0.519;0.942;3.27;98;178;30;1
9;97;873;10.778;0.455;0.939;2.28;397;820;174;1
9;49;441;5.444;0.580;0.995;2.98;256;439;86;1
1;15;15;15.000;0.867;1.00;6.50;13;15;2;2
9;23;207;2.556;0.324;0.986;1.63;67;204;41;1
9;37;333;4.111;0.396;0.850;2.03;132;283;65;1
9;21;189;2.333;0.317;0.778;2.61;60;147;23;1
9;91;819;10.111;0.302;0.956;1.98;247;783;125;1
10;67;670;6.700;0.291;0.649;2.17;195;435;90;1
9;27;243;3.000;0.346;0.975;1.87;84;237;45;1
10;46;460;4.600;0.363;0.843;2.01;167;388;83;1
9;33;297;3.667;0.424;0.970;1.85;126;288;68;1
9;81;729;9.000;0.328;0.916;2.04;239;668;117;1
6;7;42;1.167;0.238;0.690;10.00;10;29;1;2
11;14;154;1.273;0.442;0.981;2.43;68;151;28;1
11;8;88;0.727;0.261;1.00;2.09;23;88;11;1
11;43;473;3.909;0.336;0.753;2.74;159;356;58;1
9;75;675;8.333;0.373;0.913;2.23;252;616;113;1
12;48;576;4.000;0.252;0.755;1.71;145;435;85;1
9;9;81;1.000;0.383;0.802;2.38;31;65;13;1
8;18;144;2.250;0.472;1.00;2.52;68;144;27;1
10;125;1250;12.500;0.456;0.862;2.92;570;1078;195;1
12;117;1404;9.750;0.231;0.712;1.68;324;1000;193;1
9;85;765;9.444;0.308;0.744;1.95;236;569;121;1
9;43;387;4.778;0.470;0.948;3.31;182;367;55;1
9;47;423;5.222;0.286;0.738;1.95;121;312;62;1
9;40;360;4.444;0.386;0.889;2.44;139;320;57;1
8;44;352;5.500;0.486;0.952;2.95;171;335;58;1
9;46;414;5.111;0.290;0.838;2.18;120;347;55;1
69;3;207;0.043;0.643;0.952;2.08;133;197;64;4
9;130;1170;14.444;0.513;0.925;2.86;600;1082;210;1
1;17;17;17.000;0.882;1.00;7.50;15;17;2;2
1;39;39;39.000;0.897;1.00;8.75;35;39;4;2
1;44;44;44.000;0.909;1.00;20.00;40;44;2;2
1;14;14;14.000;0.929;1.00;13.00;13;14;1;2
1;36;36;36.000;0.583;1.00;4.20;21;36;5;2
1;17;17;17.000;0.765;1.00;6.50;13;17;2;2
2;52;104;26.000;0.144;0.702;2.50;15;73;6;1
4;17;68;4.250;0.309;0.559;3.50;21;38;6;1
5;16;80;3.200;0.313;0.813;2.08;25;65;12;1
2;14;28;7.000;0.286;0.821;8.00;8;23;1;2
3;183;549;61.000;0.488;0.577;29.78;268;317;9;2
17;77;1309;4.529;0.314;0.760;2.94;411;995;140;1
14;34;476;2.429;0.279;0.851;3.09;133;405;43;1
11;22;242;2.000;0.293;0.798;2.37;71;193;30;1
11;67;737;6.091;0.269;0.689;2.96;198;508;67;1
7;123;861;17.571;0.265;0.626;1.66;228;539;137;1
12;8;96;0.667;0.438;0.510;42.00;42;49;1;1
12;8;96;0.667;0.510;0.927;7.00;49;89;7;1
12;9;108;0.750;0.509;0.657;9.17;55;71;6;1
11;9;99;0.818;0.545;0.818;9.00;54;81;6;1
11;9;99;0.818;0.384;0.727;3.80;38;72;10;1
11;8;88;0.727;0.716;1.00;7.88;63;88;8;1
11;8;88;0.727;0.705;1.00;8.86;62;88;7;1
1;29;29;29.000;1.00;1.00;29.00;29;29;1;2
1;14;14;14.000;0.929;1.00;13.00;13;14;1;2
1;45;45;45.000;0.933;1.00;21.00;42;45;2;2
9;39;351;4.333;0.444;0.923;2.74;156;324;57;1
9;21;189;2.333;0.497;0.958;3.62;94;181;26;1
10;97;970;9.700;0.423;0.832;2.48;410;807;165;1
9;36;324;4.000;0.577;0.948;3.02;187;307;62;1
25;300;7500;12.000;0.065;0.071;40.33;484;531;12;2
10;49;490;4.900;0.529;0.939;3.01;259;460;86;1
2;50;100;25.000;0.460;0.510;15.33;46;51;3;2
9;79;711;8.778;0.323;0.873;2.19;230;621;105;1
9;24;216;2.667;0.356;0.907;2.20;77;196;35;1
9;37;333;4.111;0.444;0.898;2.08;148;299;71;1
9;21;189;2.333;0.365;0.905;2.30;69;171;30;1
9;81;729;9.000;0.357;0.863;2.22;260;629;117;1
10;67;670;6.700;0.300;0.745;2.14;201;499;94;1
8;32;256;4.000;0.402;0.898;1.81;103;230;57;1
7;11;77;1.571;0.143;0.558;1.57;11;43;7;1
9;99;891;11.000;0.288;0.801;1.95;257;714;132;1
9;12;108;1.333;0.444;1.00;1.85;48;108;26;1
9;64;576;7.111;0.307;0.842;1.99;177;485;89;1
11;94;1034;8.545;0.257;0.604;2.18;266;625;122;1
12;2;24;0.167;0.625;0.667;15.00;15;16;1;4
9;99;891;11.000;0.312;0.826;2.16;278;736;129;1
12;83;996;6.917;0.253;0.756;1.75;252;753;144;1
8;12;96;1.500;0.438;1.00;1.50;42;96;28;1
8;54;432;6.750;0.350;0.887;1.74;151;383;87;1
9;95;855;10.556;0.284;0.849;1.91;243;726;127;1
9;12;108;1.333;0.380;1.00;1.46;41;108;28;1
9;64;576;7.111;0.302;0.920;1.98;174;530;88;1
11;101;1111;9.182;0.267;0.849;1.72;297;943;173;1
11;82;902;7.455;0.236;0.814;1.97;213;734;108;1
12;73;876;6.083;0.259;0.743;2.10;227;651;108;1
10;98;980;9.800;0.300;0.781;1.72;294;765;171;1
9;81;729;9.000;0.322;0.819;2.22;235;597;106;1
9;27;243;3.000;0.346;0.951;1.95;84;231;43;1
9;47;423;5.222;0.404;0.943;1.99;171;399;86;1
9;32;288;3.556;0.413;0.993;1.72;119;286;69;1
9;75;675;8.333;0.369;0.936;2.09;249;632;119;1
12;27;324;2.250;0.318;0.898;2.64;103;291;39;1
12;43;516;3.583;0.310;0.793;2.32;160;409;69;1
12;61;732;5.083;0.251;0.746;1.77;184;546;104;1
10;19;190;1.900;0.363;0.837;2.46;69;159;28;1
2;204;408;102.00;0.412;0.681;10.50;168;278;16;2
10;29;290;2.900;0.221;0.572;3.56;64;166;18;1
9;65;585;7.222;0.463;0.901;2.66;271;527;102;1
9;36;324;4.000;0.565;0.944;3.16;183;306;58;1
9;21;189;2.333;0.323;0.810;1.79;61;153;34;1
8;7;56;0.875;0.321;0.429;6.00;18;24;3;1
10;100;1000;10.000;0.444;0.924;2.64;444;924;168;1
9;32;288;3.556;0.299;0.691;2.10;86;199;41;1
9;83;747;9.222;0.335;0.843;2.05;250;630;122;1
10;101;1010;10.100;0.442;0.855;2.92;446;864;153;1
12;118;1416;9.833;0.255;0.700;2.06;361;991;175;1
10;126;1260;12.600;0.456;0.875;2.98;575;1103;193;1
9;86;774;9.556;0.337;0.757;2.19;261;586;119;1
11;116;1276;10.545;0.274;0.804;1.80;350;1026;194;1
9;43;387;4.778;0.481;0.953;3.15;186;369;59;1
8;46;368;5.750;0.315;0.938;1.78;116;345;65;1
8;41;328;5.125;0.393;0.976;2.19;129;320;59;1
10;44;440;4.400;0.441;0.920;2.94;194;405;66;1
9;45;405;5.000;0.319;0.923;2.11;129;374;61;1
9;42;378;4.667;0.347;0.915;2.34;131;346;56;1
1;35;35;35.000;0.857;1.00;10.00;30;35;3;2
19;455;8645;23.947;0.081;0.095;33.48;703;821;21;1
8;43;344;5.375;0.392;0.927;2.21;135;319;61;1
14;301;4214;21.500;0.257;0.564;2.37;1084;2378;458;1
7;35;245;5.000;0.494;0.902;2.57;121;221;47;1
9;123;1107;13.667;0.359;0.898;2.78;397;994;143;1
6;142;852;23.667;0.115;0.173;6.53;98;147;15;2
261;30;7830;0.115;0.063;0.090;2.40;492;701;205;4
10;130;1300;13.000;0.453;0.822;2.78;589;1069;212;1
1;14;14;14.000;0.857;1.00;12.00;12;14;1;2
8;3;24;0.375;0.458;0.667;2.20;11;16;5;1
8;5;40;0.625;0.325;0.900;6.50;13;36;2;1
8;14;112;1.750;0.321;0.938;1.71;36;105;21;1
8;50;400;6.250;0.253;0.800;2.30;101;320;44;1
8;3;24;0.375;0.500;0.667;3.00;12;16;4;1
8;23;184;2.875;0.255;1.00;2.14;47;184;22;1
8;15;120;1.875;0.258;0.683;3.88;31;82;8;1
8;14;112;1.750;0.277;0.643;2.82;31;72;11;1
6;2;12;0.333;0.667;1.00;8.00;8;12;1;1
10;77;770;7.700;0.469;0.905;2.64;361;697;137;1
8;93;744;11.625;0.324;0.835;1.99;241;621;121;1
9;107;963;11.889;0.357;0.875;2.14;344;843;161;1
11;29;319;2.636;0.408;0.765;3.10;130;244;42;1
9;62;558;6.889;0.348;0.869;2.23;194;485;87;1
8;130;1040;16.250;0.360;0.876;2.21;374;911;169;1
6;100;600;16.667;0.385;0.828;1.72;231;497;134;1
6;50;300;8.333;0.397;0.713;2.38;119;214;50;1
6;44;264;7.333;0.447;0.811;2.11;118;214;56;1
5;29;145;5.800;0.538;0.890;2.36;78;129;33;1
11;35;385;3.182;0.351;0.652;2.25;135;251;60;1
9;40;360;4.444;0.506;0.964;3.08;182;347;59;1
9;42;378;4.667;0.378;0.841;2.65;143;318;54;1
13;83;1079;6.385;0.373;0.628;3.50;403;678;115;1
14;234;3276;16.714;0.383;0.634;4.20;1256;2077;299;1
13;409;5317;31.462;0.312;0.602;3.03;1657;3200;547;1
26;412;10712;15.846;0.320;0.664;3.00;3424;7118;1142;1
13;152;1976;11.692;0.312;0.714;2.80;617;1410;220;1
13;147;1911;11.308;0.358;0.703;3.60;684;1343;190;1
9;9;81;1.000;0.630;0.802;5.10;51;65;10;1
10;124;1240;12.400;0.473;0.814;3.43;587;1009;171;1
13;121;1573;9.308;0.376;0.690;3.72;591;1086;159;1
10;90;900;9.000;0.501;0.868;3.92;451;781;115;1
13;409;5317;31.462;0.277;0.573;2.65;1475;3049;556;1
12;128;1536;10.667;0.339;0.737;2.91;520;1132;179;1
12;410;4920;34.167;0.333;0.661;2.69;1636;3254;608;1
12;142;1704;11.833;0.337;0.759;3.04;575;1293;189;1
12;410;4920;34.167;0.324;0.706;2.47;1595;3474;645;1
13;291;3783;22.385;0.285;0.627;2.68;1080;2371;403;1
13;277;3601;21.308;0.293;0.636;2.59;1054;2292;407;1
12;67;804;5.583;0.403;0.704;3.68;324;566;88;1
10;119;1190;11.900;0.390;0.810;2.75;464;964;169;1
24;117;2808;4.875;0.347;0.729;2.88;975;2048;338;1
3;11;33;3.667;0.364;0.667;3.00;12;22;4;2
31;71;2201;2.290;0.159;0.296;10.29;350;651;34;5
