18;0<=...<200_DM;24;Paid_Back_Now;Car_Used;12579;100<=...<500_DM;>=5_years;4;Female_Div;2;44;For_Free;1;Skilled;Yes_Phone;Bad
19;>=200_DM;24;Paid_Back_Now;Television;3430;>=500_DM;>=5_years;3;Male_Single;2;31;Own;1;Skilled;Yes_Phone;Good
20;>=200_DM;9;Crit_Account;Car_New;2134;100<=...<500_DM;1<=...<5_years;4;Male_Single;4;48;Own;3;Skilled;Yes_Phone;Good
21;<0_DM;6;Paid_Back_Now;Television;2647;>=500_DM;1<=...<5_years;2;Male_Single;3;44;Rent;1;Skilled;No_Phone;Good
22;<0_DM;10;Crit_Account;Car_New;2241;100<=...<500_DM;<1_year;1;Male_Single;3;48;Rent;2;UnSkil;No_Phone;Good
23;0<=...<200_DM;12;Crit_Account;Car_Used;1804;100<=...<500_DM;<1_year;3;Male_Single;4;44;Own;1;Skilled;No_Phone;Good
24;>=200_DM;10;Crit_Account;Furniture;2069;No_Acc;1<=...<5_years;2;Male_Div;1;26;Own;2;Skilled;No_Phone;Good
25;<0_DM;6;Paid_Back_Now;Furniture;1374;100<=...<500_DM;1<=...<5_years;1;Male_Single;2;36;Own;1;UnSkil;Yes_Phone;Good
26;>=200_DM;6;No_Credit;Television;426;100<=...<500_DM;>=5_years;4;Male_Div;4;39;Own;1;UnSkil;No_Phone;Good
27;>=200_DM;12;Paid_Back_Duly;Television;409;>=500_DM;1<=...<5_years;3;Female_Div;3;42;Rent;2;Skilled;No_Phone;Good
28;0<=...<200_DM;7;Paid_Back_Now;Television;2415;100<=...<500_DM;1<=...<5_years;3;Male_Single;2;34;Own;1;Skilled;No_Phone;Good
29;<0_DM;60;Delay_In_Paying;Buisiness;6836;100<=...<500_DM;>=5_years;3;Male_Single;4;63;Own;2;Skilled;Yes_Phone;Bad
30;0<=...<200_DM;18;Paid_Back_Now;Buisiness;1913;>=500_DM;<1_year;3;Male_Div;3;36;Own;1;Skilled;Yes_Phone;Good
31;<0_DM;24;Paid_Back_Now;Furniture;4020;100<=...<500_DM;1<=...<5_years;2;Male_Single;2;27;Own;1;Skilled;No_Phone;Good
32;0<=...<200_DM;18;Paid_Back_Now;Car_New;5866;100<=...<500_DM;1<=...<5_years;2;Male_Single;2;30;Own;2;Skilled;Yes_Phone;Good
33;>=200_DM;12;Crit_Account;Buisiness;1264;No_Acc;>=5_years;4;Male_Single;4;57;Rent;1;UnSkil;No_Phone;Good
34;>=200_DM;12;Paid_Back_Now;Furniture;1474;100<=...<500_DM;<1_year;4;Female_Div;1;33;Own;1;Skilled;Yes_Phone;Good
35;0<=...<200_DM;45;Crit_Account;Television;4746;100<=...<500_DM;<1_year;4;Male_Single;2;25;Own;2;UnSkil;No_Phone;Bad
36;>=200_DM;48;Crit_Account;Education;6110;100<=...<500_DM;1<=...<5_years;1;Male_Single;3;31;For_Free;1;Skilled;Yes_Phone;Good
37;>=200_DM;18;Paid_Back_Now;Television;2100;100<=...<500_DM;1<=...<5_years;4;Male_Single;2;37;Own;1;Skilled;No_Phone;Bad
38;>=200_DM;10;Paid_Back_Now;Dom_App;1225;100<=...<500_DM;1<=...<5_years;2;Male_Single;2;37;Own;1;Skilled;Yes_Phone;Good
39;0<=...<200_DM;9;Paid_Back_Now;Television;458;100<=...<500_DM;1<=...<5_years;4;Male_Single;3;24;Own;1;Skilled;No_Phone;Good
40;>=200_DM;30;Paid_Back_Now;Television;2333;>=500_DM;>=5_years;4;Male_Single;2;30;Own;1;Skilled;No_Phone;Good
41;0<=...<200_DM;12;Paid_Back_Now;Television;1158;>=500_DM;1<=...<5_years;3;Male_Div;1;26;Own;1;Skilled;Yes_Phone;Good
42;0<=...<200_DM;18;Delay_In_Paying;Repairs;6204;100<=...<500_DM;1<=...<5_years;2;Male_Single;4;44;Own;1;UnSkil;Yes_Phone;Good
43;<0_DM;30;Crit_Account;Car_Used;6187;100<=...<500_DM;>=5_years;1;Male_Div;4;24;Rent;2;Skilled;No_Phone;Good
44;<0_DM;48;Crit_Account;Car_Used;6143;100<=...<500_DM;>=5_years;4;Female_Div;4;58;For_Free;2;UnSkil;No_Phone;Bad
45;>=200_DM;11;Crit_Account;Car_New;1393;100<=...<500_DM;<1_year;4;Female_Div;4;35;Own;2;Skilled;No_Phone;Good
46;>=200_DM;36;Paid_Back_Now;Television;2299;>=500_DM;>=5_years;4;Male_Single;4;39;Own;1;Skilled;No_Phone;Good
47;<0_DM;6;Paid_Back_Now;Car_Used;1352;>=500_DM;UnEmplloyed;1;Female_Div;2;23;Rent;1;UnEmpl;Yes_Phone;Good
48;>=200_DM;11;Crit_Account;Car_New;7228;100<=...<500_DM;1<=...<5_years;1;Male_Single;4;39;Own;2;UnSkil;No_Phone;Good
49;>=200_DM;12;Paid_Back_Now;Television;2073;100<=...<500_DM;1<=...<5_years;4;Female_Div;2;28;Own;1;Skilled;No_Phone;Good
50;0<=...<200_DM;24;Delay_In_Paying;Furniture;2333;No_Acc;<1_year;4;Male_Single;2;29;Own;1;UnSkil;No_Phone;Good
51;0<=...<200_DM;27;Delay_In_Paying;Car_Used;5965;100<=...<500_DM;>=5_years;1;Male_Single;2;30;Own;2;Skilled;Yes_Phone;Good
52;>=200_DM;12;Paid_Back_Now;Television;1262;100<=...<500_DM;1<=...<5_years;3;Male_Single;2;25;Own;1;Skilled;No_Phone;Good
53;>=200_DM;18;Paid_Back_Now;Car_Used;3378;No_Acc;1<=...<5_years;2;Male_Single;1;31;Own;1;Skilled;Yes_Phone;Good
54;0<=...<200_DM;36;Delay_In_Paying;Car_New;2225;100<=...<500_DM;>=5_years;4;Male_Single;4;57;For_Free;2;Skilled;Yes_Phone;Bad
55;>=200_DM;6;Paid_Back_Duly;Car_New;783;No_Acc;1<=...<5_years;1;Male_Single;2;26;Own;1;UnSkil;No_Phone;Good
56;0<=...<200_DM;12;Paid_Back_Now;Television;6468;No_Acc;UnEmplloyed;2;Male_Single;1;52;Own;1;Skilled;Yes_Phone;Bad
57;>=200_DM;36;Crit_Account;Television;9566;100<=...<500_DM;1<=...<5_years;2;Female_Div;2;31;Own;2;Skilled;No_Phone;Good
58;>=200_DM;18;Paid_Back_Now;Car_New;1961;100<=...<500_DM;>=5_years;3;Female_Div;2;23;Own;1;Skilled;No_Phone;Good
59;<0_DM;36;Crit_Account;Furniture;6229;100<=...<500_DM;<1_year;4;Female_Div;4;23;Rent;2;UnSkil;Yes_Phone;Bad
60;0<=...<200_DM;9;Paid_Back_Now;Buisiness;1391;100<=...<500_DM;1<=...<5_years;2;Male_Div;1;27;Own;1;Skilled;Yes_Phone;Good
61;0<=...<200_DM;15;Crit_Account;Television;1537;No_Acc;>=5_years;4;Male_Single;4;50;Own;2;Skilled;Yes_Phone;Good
62;0<=...<200_DM;36;No_Credit;Buisiness;1953;100<=...<500_DM;>=5_years;4;Male_Single;4;61;For_Free;1;Skilled;Yes_Phone;Bad
63;0<=...<200_DM;48;No_Credit;Buisiness;14421;100<=...<500_DM;1<=...<5_years;2;Male_Single;2;25;Own;1;Skilled;Yes_Phone;Bad
64;>=200_DM;24;Paid_Back_Now;Television;3181;100<=...<500_DM;<1_year;4;Female_Div;4;26;Own;1;Skilled;Yes_Phone;Good
65;>=200_DM;27;Paid_Back_Now;Repairs;5190;No_Acc;>=5_years;4;Male_Single;4;48;Own;4;Skilled;Yes_Phone;Good
66;>=200_DM;12;Paid_Back_Now;Television;2171;100<=...<500_DM;<1_year;2;Female_Div;2;29;Own;1;Skilled;No_Phone;Good
67;0<=...<200_DM;12;Paid_Back_Now;Car_New;1007;>=500_DM;1<=...<5_years;4;Male_Div;1;22;Own;1;Skilled;No_Phone;Good
68;>=200_DM;36;Paid_Back_Now;Education;1819;100<=...<500_DM;1<=...<5_years;4;Male_Single;4;37;For_Free;1;Skilled;Yes_Phone;Bad
69;>=200_DM;36;Paid_Back_Now;Television;2394;No_Acc;1<=...<5_years;4;Female_Div;4;25;Own;1;Skilled;No_Phone;Good
70;>=200_DM;36;Paid_Back_Now;Car_Used;8133;100<=...<500_DM;1<=...<5_years;1;Female_Div;2;30;Own;1;Skilled;No_Phone;Good
71;>=200_DM;7;Crit_Account;Television;730;No_Acc;>=5_years;4;Male_Single;2;46;Rent;2;UnSkil;Yes_Phone;Good
72;<0_DM;8;Crit_Account;Car_Used;1164;100<=...<500_DM;>=5_years;3;Male_Single;4;51;For_Free;2;Skilled;Yes_Phone;Good
73;0<=...<200_DM;42;Crit_Account;Buisiness;5954;100<=...<500_DM;>=5_years;2;Female_Div;1;41;Own;2;UnSkil;No_Phone;Good
74;<0_DM;36;Paid_Back_Now;Education;1977;No_Acc;>=5_years;4;Male_Single;4;40;Own;1;Skilled;Yes_Phone;Bad
75;<0_DM;12;Crit_Account;Car_Used;1526;100<=...<500_DM;>=5_years;4;Male_Single;4;66;For_Free;2;Skilled;No_Phone;Good
76;<0_DM;42;Paid_Back_Now;Television;3965;100<=...<500_DM;<1_year;4;Male_Single;3;34;Own;1;Skilled;No_Phone;Bad
77;0<=...<200_DM;11;Delay_In_Paying;Television;4771;100<=...<500_DM;>=5_years;2;Male_Single;4;51;Own;1;Skilled;No_Phone;Good
78;>=200_DM;54;No_Credit;Car_Used;9436;No_Acc;1<=...<5_years;2;Male_Single;2;39;Own;1;UnSkil;No_Phone;Good
79;0<=...<200_DM;30;Paid_Back_Now;Furniture;3832;100<=...<500_DM;<1_year;2;Male_Div;1;22;Own;1;Skilled;No_Phone;Good
80;>=200_DM;24;Paid_Back_Now;Television;5943;No_Acc;<1_year;1;Female_Div;1;44;Own;2;Skilled;Yes_Phone;Bad
81;>=200_DM;15;Paid_Back_Now;Television;1213;>=500_DM;>=5_years;4;Male_Single;3;47;Own;1;Skilled;Yes_Phone;Good
82;>=200_DM;18;Paid_Back_Now;Buisiness;1568;100<=...<500_DM;1<=...<5_years;3;Female_Div;4;24;Rent;1;UnSkil;No_Phone;Good
83;<0_DM;24;Paid_Back_Now;Car_Used;1755;100<=...<500_DM;>=5_years;4;Female_Div;4;58;Own;1;UnSkil;Yes_Phone;Good
84;<0_DM;10;Paid_Back_Now;Television;2315;100<=...<500_DM;>=5_years;3;Male_Single;4;52;Own;1;UnSkil;No_Phone;Good
85;>=200_DM;12;Crit_Account;Buisiness;1412;100<=...<500_DM;1<=...<5_years;4;Female_Div;2;29;Own;2;Skilled;Yes_Phone;Good
86;0<=...<200_DM;18;Crit_Account;Furniture;1295;100<=...<500_DM;<1_year;4;Female_Div;1;27;Own;2;Skilled;No_Phone;Good
87;0<=...<200_DM;36;Paid_Back_Now;Education;12612;100<=...<500_DM;1<=...<5_years;1;Male_Single;4;47;For_Free;1;Skilled;Yes_Phone;Bad
88;<0_DM;18;Paid_Back_Now;Car_New;2249;100<=...<500_DM;>=5_years;4;Male_Single;3;30;Own;1;Skilled;Yes_Phone;Good
89;<0_DM;12;No_Credit;Repairs;1108;100<=...<500_DM;>=5_years;4;Male_Single;3;28;Own;2;Skilled;No_Phone;Bad
90;>=200_DM;12;Crit_Account;Television;618;100<=...<500_DM;>=5_years;4;Male_Single;4;56;Own;1;Skilled;No_Phone;Good
91;<0_DM;12;Crit_Account;Car_Used;1409;100<=...<500_DM;>=5_years;4;Male_Single;3;54;Own;1;Skilled;No_Phone;Good
92;>=200_DM;12;Crit_Account;Television;797;No_Acc;>=5_years;4;Female_Div;3;33;Own;1;UnSkil;No_Phone;Bad
93;>=200_DM;24;Crit_Account;Furniture;3617;No_Acc;>=5_years;4;Male_Single;4;20;Rent;2;Skilled;No_Phone;Good
94;0<=...<200_DM;12;Paid_Back_Now;Car_New;1318;>=500_DM;>=5_years;4;Male_Single;4;54;Own;1;Skilled;Yes_Phone;Good
95;0<=...<200_DM;54;No_Credit;Buisiness;15945;100<=...<500_DM;<1_year;3;Male_Single;4;58;Rent;1;Skilled;Yes_Phone;Bad
96;>=200_DM;12;Crit_Account;Education;2012;No_Acc;>=5_years;4;Female_Div;2;61;Own;1;Skilled;No_Phone;Good
97;0<=...<200_DM;18;Paid_Back_Now;Buisiness;2622;100<=...<500_DM;1<=...<5_years;4;Male_Single;4;34;Own;1;Skilled;No_Phone;Good
98;0<=...<200_DM;36;Crit_Account;Television;2337;100<=...<500_DM;>=5_years;4;Male_Single;4;36;Own;1;Skilled;No_Phone;Good
99;0<=...<200_DM;20;Delay_In_Paying;Car_Used;7057;No_Acc;>=5_years;3;Male_Single;4;36;Rent;2;Skilled;Yes_Phone;Good
100;>=200_DM;24;Paid_Back_Now;Car_New;1469;100<=...<500_DM;>=5_years;4;Male_Div;4;41;Rent;1;UnSkil;No_Phone;Good
101;0<=...<200_DM;36;Paid_Back_Now;Television;2323;100<=...<500_DM;>=5_years;4;Male_Single;4;24;Rent;1;Skilled;No_Phone;Good
102;>=200_DM;6;Delay_In_Paying;Television;932;100<=...<500_DM;1<=...<5_years;3;Female_Div;2;24;Own;1;Skilled;No_Phone;Good
103;0<=...<200_DM;9;Crit_Account;Furniture;1919;100<=...<500_DM;>=5_years;4;Male_Single;3;35;Rent;1;Skilled;Yes_Phone;Good
104;>=200_DM;12;Paid_Back_Now;Car_Used;2445;No_Acc;<1_year;2;Male_Div;4;26;Rent;1;Skilled;Yes_Phone;Good
105;0<=...<200_DM;24;Crit_Account;Car_Used;11938;100<=...<500_DM;1<=...<5_years;2;Male_Single;3;39;Own;2;Skilled;Yes_Phone;Bad
106;>=200_DM;18;Paid_Back_Duly;Car_New;6458;100<=...<500_DM;>=5_years;2;Male_Single;4;39;Own;2;Skilled;Yes_Phone;Bad
107;0<=...<200_DM;12;Paid_Back_Now;Car_New;6078;100<=...<500_DM;>=5_years;2;Male_Single;2;32;Own;1;Skilled;No_Phone;Good
108;<0_DM;24;Paid_Back_Now;Furniture;7721;No_Acc;<1_year;1;Female_Div;2;30;Own;1;Skilled;Yes_Phone;Good
109;0<=...<200_DM;14;Paid_Back_Now;Buisiness;1410;>=500_DM;>=5_years;1;Male_Div;2;35;Own;1;Skilled;Yes_Phone;Good
110;0<=...<200_DM;6;Delay_In_Paying;Buisiness;1449;100<=...<500_DM;>=5_years;1;Male_Div;2;31;Own;2;Skilled;No_Phone;Good
111;>=200_DM;15;Paid_Back_Now;Education;392;100<=...<500_DM;<1_year;4;Female_Div;4;23;Rent;1;Skilled;Yes_Phone;Good
112;0<=...<200_DM;18;Paid_Back_Now;Car_New;6260;100<=...<500_DM;>=5_years;3;Male_Single;3;28;Rent;1;UnSkil;No_Phone;Good
113;>=200_DM;36;Crit_Account;Car_New;7855;100<=...<500_DM;1<=...<5_years;4;Female_Div;2;25;Own;2;Skilled;Yes_Phone;Bad
114;<0_DM;12;Paid_Back_Now;Television;1680;>=500_DM;>=5_years;3;Male_Div;1;35;Own;1;Skilled;No_Phone;Good
115;>=200_DM;48;Crit_Account;Television;3578;No_Acc;>=5_years;4;Male_Single;1;47;Own;1;Skilled;Yes_Phone;Good
116;<0_DM;42;Paid_Back_Now;Television;7174;No_Acc;>=5_years;4;Female_Div;3;30;Own;1;Skilled;Yes_Phone;Bad
117;<0_DM;10;Crit_Account;Furniture;2132;No_Acc;<1_year;2;Female_Div;3;27;Rent;2;Skilled;No_Phone;Good
118;<0_DM;33;Crit_Account;Furniture;4281;>=500_DM;1<=...<5_years;1;Female_Div;4;23;Own;2;Skilled;No_Phone;Bad
119;0<=...<200_DM;12;Crit_Account;Car_New;2366;>=500_DM;>=5_years;3;Male_Div;3;36;Own;1;Skilled;Yes_Phone;Good
120;<0_DM;21;Paid_Back_Now;Television;1835;100<=...<500_DM;1<=...<5_years;3;Female_Div;2;25;Own;2;Skilled;Yes_Phone;Bad
121;>=200_DM;24;Crit_Account;Car_Used;3868;100<=...<500_DM;>=5_years;4;Female_Div;2;41;Rent;2;Skilled;Yes_Phone;Good
122;>=200_DM;12;Paid_Back_Now;Furniture;1768;100<=...<500_DM;1<=...<5_years;3;Male_Single;2;24;Rent;1;UnSkil;No_Phone;Good
123;>=200_DM;10;Crit_Account;Car_New;781;100<=...<500_DM;>=5_years;4;Male_Single;4;63;For_Free;2;Skilled;Yes_Phone;Good
124;0<=...<200_DM;18;Paid_Back_Now;Furniture;1924;No_Acc;<1_year;4;Female_Div;3;27;Rent;1;Skilled;No_Phone;Bad
125;<0_DM;12;Crit_Account;Car_New;2121;100<=...<500_DM;1<=...<5_years;4;Male_Single;2;30;Own;2;Skilled;No_Phone;Good
126;<0_DM;12;Paid_Back_Now;Television;701;100<=...<500_DM;1<=...<5_years;4;Male_Div;2;40;Own;1;UnSkil;No_Phone;Good
127;0<=...<200_DM;12;Paid_Back_Now;Repairs;639;100<=...<500_DM;1<=...<5_years;4;Male_Single;2;30;Own;1;Skilled;No_Phone;Bad
128;0<=...<200_DM;12;Crit_Account;Car_Used;1860;100<=...<500_DM;UnEmplloyed;4;Male_Single;2;34;Own;2;Skilled;Yes_Phone;Good
129;<0_DM;12;Crit_Account;Car_New;3499;100<=...<500_DM;1<=...<5_years;3;Female_Div;2;29;Own;2;Skilled;No_Phone;Bad
130;0<=...<200_DM;48;Paid_Back_Now;Car_New;8487;No_Acc;>=5_years;1;Female_Div;2;24;Own;1;Skilled;No_Phone;Good
131;<0_DM;36;Delay_In_Paying;Education;6887;100<=...<500_DM;1<=...<5_years;4;Male_Single;3;29;Own;1;Skilled;Yes_Phone;Bad
132;>=200_DM;15;Paid_Back_Now;Furniture;2708;100<=...<500_DM;<1_year;2;Male_Single;3;27;Own;2;UnSkil;No_Phone;Good
133;>=200_DM;18;Paid_Back_Now;Furniture;1984;100<=...<500_DM;1<=...<5_years;4;Male_Single;4;47;For_Free;2;Skilled;No_Phone;Good
134;>=200_DM;60;Paid_Back_Now;Television;10144;100<=...<500_DM;>=5_years;2;Female_Div;4;21;Own;1;Skilled;Yes_Phone;Good
135;>=200_DM;12;Crit_Account;Television;1240;No_Acc;>=5_years;4;Female_Div;2;38;Own;2;Skilled;Yes_Phone;Good
136;>=200_DM;27;Delay_In_Paying;Car_Used;8613;>=500_DM;1<=...<5_years;2;Male_Single;2;27;Own;2;Skilled;No_Phone;Good
137;0<=...<200_DM;12;Paid_Back_Now;Television;766;>=500_DM;1<=...<5_years;4;Male_Single;3;66;Own;1;UnSkil;No_Phone;Bad
138;0<=...<200_DM;15;Crit_Account;Television;2728;No_Acc;>=5_years;4;Male_Single;2;35;Own;3;Skilled;Yes_Phone;Good
139;>=200_DM;12;Paid_Back_Now;Television;1881;100<=...<500_DM;1<=...<5_years;2;Female_Div;2;44;Rent;1;UnSkil;Yes_Phone;Good
140;>=200_DM;6;Paid_Back_Now;Car_New;709;>=500_DM;<1_year;2;Male_Div;2;27;Own;1;UnEmpl;No_Phone;Good
141;0<=...<200_DM;36;Paid_Back_Now;Television;4795;100<=...<500_DM;<1_year;4;Female_Div;1;30;Own;1;Skilled;Yes_Phone;Good
142;<0_DM;27;Paid_Back_Now;Television;3416;100<=...<500_DM;1<=...<5_years;3;Male_Single;2;27;Own;1;Skilled;No_Phone;Good
143;<0_DM;18;Paid_Back_Now;Furniture;2462;100<=...<500_DM;1<=...<5_years;2;Male_Single;2;22;Own;1;Skilled;No_Phone;Bad
144;>=200_DM;21;Crit_Account;Furniture;2288;100<=...<500_DM;<1_year;4;Female_Div;4;23;Own;1;Skilled;Yes_Phone;Good
145;0<=...<200_DM;48;Paid_Back_Duly;Buisiness;3566;100<=...<500_DM;>=5_years;4;Male_Single;2;30;Own;1;Skilled;No_Phone;Good
146;<0_DM;6;Crit_Account;Car_New;860;100<=...<500_DM;>=5_years;1;Female_Div;4;39;Own;2;Skilled;Yes_Phone;Good
147;>=200_DM;12;Crit_Account;Car_New;682;100<=...<500_DM;>=5_years;4;Female_Div;3;51;Own;2;Skilled;Yes_Phone;Good
148;<0_DM;36;Crit_Account;Furniture;5371;100<=...<500_DM;1<=...<5_years;3;Male_Single;2;28;Own;2;Skilled;No_Phone;Good
149;>=200_DM;18;Crit_Account;Television;1582;>=500_DM;>=5_years;4;Male_Single;4;46;Own;2;Skilled;No_Phone;Good
150;>=200_DM;6;Paid_Back_Now;Television;1346;100<=...<500_DM;>=5_years;2;Male_Single;4;42;For_Free;1;Skilled;Yes_Phone;Good
151;>=200_DM;10;Paid_Back_Now;Television;1924;100<=...<500_DM;1<=...<5_years;1;Male_Single;4;38;Own;1;Skilled;Yes_Phone;Good
152;>=200_DM;36;Paid_Back_Now;Television;5848;100<=...<500_DM;1<=...<5_years;4;Male_Single;1;24;Own;1;Skilled;No_Phone;Good
153;0<=...<200_DM;24;Crit_Account;Car_Used;7758;>=500_DM;>=5_years;2;Female_Div;4;29;Rent;1;Skilled;No_Phone;Good
154;0<=...<200_DM;24;Delay_In_Paying;Buisiness;6967;100<=...<500_DM;>=5_years;4;Male_Single;4;36;Rent;1;Skilled;Yes_Phone;Good
155;<0_DM;12;Paid_Back_Now;Furniture;1282;100<=...<500_DM;1<=...<5_years;2;Female_Div;4;20;Rent;1;Skilled;No_Phone;Bad
156;<0_DM;9;Crit_Account;Repairs;1288;100<=...<500_DM;>=5_years;3;Male_Single;4;48;Own;2;Skilled;No_Phone;Good
157;<0_DM;12;Paid_Back_Duly;Education;339;100<=...<500_DM;>=5_years;4;Male_Div;1;45;Own;1;UnSkil;No_Phone;Good
158;0<=...<200_DM;24;Paid_Back_Now;Car_New;3512;100<=...<500_DM;>=5_years;2;Male_Single;3;38;Own;2;Skilled;Yes_Phone;Good
159;>=200_DM;6;Crit_Account;Television;1898;No_Acc;1<=...<5_years;1;Male_Single;2;34;Own;2;UnSkil;No_Phone;Good
160;>=200_DM;24;Crit_Account;Television;2872;100<=...<500_DM;>=5_years;3;Male_Single;4;36;Own;1;Skilled;Yes_Phone;Good
161;>=200_DM;18;Crit_Account;Car_New;1055;100<=...<500_DM;<1_year;4;Female_Div;1;30;Own;2;Skilled;No_Phone;Good
162;>=200_DM;15;Paid_Back_Now;Dom_App;1262;>=500_DM;>=5_years;4;Male_Single;3;36;Own;2;Skilled;Yes_Phone;Good
163;0<=...<200_DM;10;Paid_Back_Now;Car_New;7308;100<=...<500_DM;UnEmplloyed;2;Male_Single;4;70;For_Free;1;Skilled;Yes_Phone;Good
164;>=200_DM;36;Paid_Back_Now;Car_New;909;>=500_DM;>=5_years;4;Male_Single;4;36;Own;1;Skilled;No_Phone;Good
165;>=200_DM;6;Paid_Back_Now;Furniture;2978;>=500_DM;1<=...<5_years;1;Male_Single;2;32;Own;1;Skilled;Yes_Phone;Good
166;<0_DM;18;Paid_Back_Now;Furniture;1131;100<=...<500_DM;UnEmplloyed;4;Female_Div;2;33;Own;1;Skilled;No_Phone;Bad
167;0<=...<200_DM;11;Paid_Back_Now;Furniture;1577;>=500_DM;<1_year;4;Female_Div;1;20;Own;1;Skilled;No_Phone;Good
168;>=200_DM;24;Paid_Back_Now;Furniture;3972;100<=...<500_DM;>=5_years;2;Female_Div;4;25;Rent;1;Skilled;Yes_Phone;Good
169;0<=...<200_DM;24;Crit_Account;Buisiness;1935;100<=...<500_DM;>=5_years;4;Male_Div;4;31;Own;2;Skilled;Yes_Phone;Bad
170;<0_DM;15;No_Credit;Car_New;950;100<=...<500_DM;>=5_years;4;Male_Single;3;33;Rent;2;Skilled;No_Phone;Bad
171;>=200_DM;12;Paid_Back_Now;Furniture;763;100<=...<500_DM;1<=...<5_years;4;Female_Div;1;26;Own;1;Skilled;Yes_Phone;Good
172;0<=...<200_DM;24;Delay_In_Paying;Furniture;2064;100<=...<500_DM;UnEmplloyed;3;Female_Div;2;34;Own;1;Skilled;Yes_Phone;Bad
173;0<=...<200_DM;8;Paid_Back_Now;Television;1414;100<=...<500_DM;1<=...<5_years;4;Male_Single;2;33;Own;1;Skilled;No_Phone;Good
174;<0_DM;21;Delay_In_Paying;Education;3414;100<=...<500_DM;<1_year;2;Male_Single;1;26;Own;2;Skilled;No_Phone;Bad
175;>=200_DM;30;Paid_Back_Duly;Car_Used;7485;No_Acc;UnEmplloyed;4;Female_Div;1;53;Own;1;Skilled;Yes_Phone;Bad
176;<0_DM;12;Paid_Back_Now;Furniture;2577;100<=...<500_DM;1<=...<5_years;2;Male_Div;1;42;Own;1;Skilled;No_Phone;Good
177;<0_DM;6;Crit_Account;Television;338;>=500_DM;>=5_years;4;Male_Single;4;52;Own;2;Skilled;No_Phone;Good
178;>=200_DM;12;Paid_Back_Now;Television;1963;100<=...<500_DM;>=5_years;4;Male_Single;2;31;Rent;2;Skilled;Yes_Phone;Good
179;<0_DM;21;Crit_Account;Car_New;571;100<=...<500_DM;>=5_years;4;Male_Single;4;65;Own;2;Skilled;No_Phone;Good
180;>=200_DM;36;Delay_In_Paying;Buisiness;9572;100<=...<500_DM;<1_year;1;Male_Div;1;28;Own;2;Skilled;No_Phone;Bad
181;0<=...<200_DM;36;Delay_In_Paying;Buisiness;4455;100<=...<500_DM;1<=...<5_years;2;Male_Div;2;30;Own;2;Skilled;Yes_Phone;Bad
